institutionId,name,ntaType,ntaParticipatingYear,participationStatus,collegeProgrammeCoverageStatus,sourceUrl,sourceDocumentTitle,sourcePageOrSection,admissionYear,lastVerified
"private-021","BHAGWANT GLOBAL UNIVERSITY KOTDWAR (UTTARAKHAND)","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-022","BHAGWANT UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-023","BIRLA GLOBAL UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-024","BML MUNJAL UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-025","BRAINWARE UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-026","CARRER COLLEGE BHOPAL","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-027","CGC UNIVERSITY, MOHALI","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-028","CHANAKYA UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-029","CHANDIGARH UNIVERSITY -MAPPING","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-030","CHHATRAPATI SHIVAJI MAHARAJ UNIVERSITY, PANVEL","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-031","CHITKARA UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-032","CMR UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-033","CT UNIVERSITY(LUDHIANA)","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-034","DBS GLOBAL UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-035","DIT DEHRADUN","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-036","FUTURE UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-037","G D GOENKA UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-038","GALGOTIAS UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-039","GEETA UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-040","GLA UNIVERSITY(MATHURA)","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-041","GOPAL NARAYAN SINGH UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-042","GRAPHIC ERA HILL UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-043","HARIDWAR UNIVERSITY ROORKEE","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-044","HIMALAYAN UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-045","HRIT UNIVERSITY, GHAZIABAD","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-046","IFTM UNIVERSITY, MORADABAD","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-047","IILM UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-048","IILM UNIVERSITY, GURUGRAM","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-049","IIMT UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-050","INVERTIS UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-051","ITM SKILLS UNIVERSITY, NAVI MUMBAI","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-052","ITM UNIVERSITY, RAIPUR","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-053","ITM VOCATIONAL UNIVERSITY, VADODARA","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-054","JAGAN NATH UNIVERSITY, JAIPUR","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-055","JAGANATH UNIVERSITY(DELHI NCR)","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-056","JAIPUR NATIONAL UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-057","JECRC UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-058","JIS UNIVERSITY, KOLKATA","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-059","K.R. MANGALAM UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-060","KALINGA UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-061","KARNAVATI UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-062","LOVELY PROFESSIONAL UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-063","MADHAV UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-064","MAHATMA JYOTI RAO PHOOLE UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-065","MAHINDRA UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-066","MANAV RACHNA UNIVERSITY, FARIDABAD","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-067","MANGALAYATAN UNIVERSITY, ALIGARH","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-068","MANGALAYATAN UNIVERSITY, JABALPUR","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-069","MANIPAL UNIVERSITY JAIPUR","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-070","MATS UNIVERSITY, RAIPUR","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-071","MEWAR UNIVERSITY, CHITTORGARH (RAJASTHAN)","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-072","MNR UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-073","MODY UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-074","NIIT UNIVERSITY, RAJASTHAN","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-075","NOIDA INTERNATIONAL UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-076","OM STERLING GLOBAL UNIVERSITY, HISAR, HARYANA","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-077","PEARL ACADEMY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-078","POORNIMA UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-079","R V UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-080","RABINDRANATH TAGORE UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-081","RAKSHPAL BAHADUR MANAGEMENT INSTITUTE","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-082","RAMA UNIVERSITY UTTAR PRADESH KANPUR","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-083","RAMAIAH UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-084","RENAISSANCE UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-085","REVA UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-086","RISHIHOOD UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-087","RNB GLOBAL UNIVERSITY, BIKANER ( RAJASTHAN)","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-088","SAGE UNIVERSITY, INDORE","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-089","SANSKRITI UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-090","SANT BABA BHAG SINGH UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-091","SARDAR BHAGWAN SINGH UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-092","SAROJ INTERNATIONAL UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-093","SCHOOL OF MANAGEMENT SCIENCES(SMS)","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-094","SHARDA UNIVERSITY (AGRA)","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-095","SHARDA UNIVERSITY NOIDA","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-096","SHOOLINI UNIVERSITY OF BIOTECHNOLOGY AND MANAGEMENT SCIENCES","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-097","SHREE GURU GOBIND SINGH TRICENTENARY (SGT) UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-098","SIKKIM GLOBAL TECHNICAL UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-099","SIKKIM MANIPAL UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-100","SINGHANIA UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-101","SIR PADAMPAT SINGHANIA UNIVERSITY, UDAIPUR","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-102","SISTER NIVEDITA UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-103","SRM UNIVERSITY - AP","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-104","SRM UNIVERSITY DELHI NCR SONEPAT","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-105","SUNBEAM COLLEGE FOR WOMEN","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-106","SURESH GYAN VIHAR UNIVERSITY JAIPUR","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-107","SUSHANT UNIVERSITY(GURUGRAM)","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-108","SWAMI RAMA HIMALAYAN UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-109","SWAMI VIVEKANAND SUBHARTI UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-110","TECHNO INDIA UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-111","TEERTHANKER MAHAVEER UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-112","THE NEOTIA UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-113","UNITED UNIVERSITY, PRAYAGRAJ","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-114","UNIVERSITY OF ENGINEERING & MANAGEMENT, JAIPUR","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-115","UPES - DEHRADUN","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-116","USHA MARTIN UNIVERSITY","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-117","VIDYA UNIVERSITY, MEERUT","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-118","VISHWA VISHWANI INSTITUTE OF SYSTEMS AND MANAGEMENT, HYDERABAD","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-119","VIVEKANANDA GLOBAL UNIVERSITY, JAIPUR, RAJASTHAN","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"private-120","WORLD UNIVERSITY OF DESIGN","Private University","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/private-universities/","Private Universities - Participating Universities","Participating Universities > Private Universities","2026","2026-07-14"
"othergovernment-001","FOOTWEAR DESIGN AND DEVELOPMENT INSTITUTE","Other Government Institution","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/other-government-institutions/","Other Government Institutions - Participating Universities","Participating Universities > Other Government Institutions","2026","2026-07-14"
"othergovernment-002","GOVT. COLLEGE FOR WOMEN, PARADE GROUND, JAMMU","Other Government Institution","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/other-government-institutions/","Other Government Institutions - Participating Universities","Participating Universities > Other Government Institutions","2026","2026-07-14"
"othergovernment-003","INDIAN COUNCIL OF AGRICULTURAL RESEARCH (ICAR)","Other Government Institution","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/other-government-institutions/","Other Government Institutions - Participating Universities","Participating Universities > Other Government Institutions","2026","2026-07-14"
"othergovernment-004","INDIAN INSTITUTE OF TOURISM & TRAVEL MANAGEMENT UNIVERSITY","Other Government Institution","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/other-government-institutions/","Other Government Institutions - Participating Universities","Participating Universities > Other Government Institutions","2026","2026-07-14"
"othergovernment-005","NATIONAL FORENSIC SCIENCES UNIVERSITY (NFSU)","Other Government Institution","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/other-government-institutions/","Other Government Institutions - Participating Universities","Participating Universities > Other Government Institutions","2026","2026-07-14"
"othergovernment-006","NATIONAL INSTITUTE OF FOOD TECHNOLOGY ENTREPRENEURSHIP AND MANAGEMENT, KUNDLI, (NIFTEM-K)","Other Government Institution","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/other-government-institutions/","Other Government Institutions - Participating Universities","Participating Universities > Other Government Institutions","2026","2026-07-14"
"othergovernment-007","RAJIV GANDHI INSTITUTE OF PETROLEUM TECHNOLOGY","Other Government Institution","2026","verified","incomplete","https://cuet.nta.nic.in/participating-universities/other-government-institutions/","Other Government Institutions - Participating Universities","Participating Universities > Other Government Institutions","2026","2026-07-14"
